index,price,brand,model,year,title_status,mileage,color,vin
0,6300,toyota,cruiser,2008,clean vehicle,274117,black,  jtezu11f88k007763
1,2899,ford,se,2011,clean vehicle,190552,silver,  2fmdk3gc4bbb02217
2,5350,dodge,mpv,2018,clean vehicle,39590,silver,  3c4pdcgg5jt346413
3,25000,ford,door,2014,clean vehicle,64146,blue,  1ftfw1et4efc23745
4,27700,chevrolet,1500,2018,clean vehicle,6654,red,  3gcpcrec2jg473991
5,5700,dodge,mpv,2018,clean vehicle,45561,white,  2c4rdgeg9jr237989
6,7300,chevrolet,pk,2010,clean vehicle,149050,black,  1gcsksea1az121133
7,13350,gmc,door,2017,clean vehicle,23525,gray,  1gks2gkc3hr326762
8,14600,chevrolet,malibu,2018,clean vehicle,9371,silver,  1g1zd5st5jf191860
9,5250,ford,mpv,2017,clean vehicle,63418,black,  2fmpk3j92hbc12542
10,10400,dodge,coupe,2009,clean vehicle,107856,orange,  2b3lj54t49h509675
11,12920,gmc,mpv,2017,clean vehicle,39650,white,  1gks2bkc6hr136280
12,31900,chevrolet,1500,2018,clean vehicle,22909,black,  3gcukrec0jg176059
13,5430,chrysler,wagon,2017,clean vehicle,138650,gray,  2c4rc1cg5hr616095
14,20700,ford,door,2013,clean vehicle,100757,black,  1ftfw1et7dfa47790
15,12710,gmc,door,2017,clean vehicle,25747,white,  1gks2gkc6hr328389
16,5200,kia,forte,2018,clean vehicle,46194,blue,  3kpfk4a77je198723
17,16500,buick,encore,2018,clean vehicle,20002,red,  kl4cj1sb6jb688844
18,5210,ford,mpv,2017,clean vehicle,35714,white,  2fmpk3j95hbb73607
19,38100,ford,door,2013,clean vehicle,54380,gray,  1ft8w3dt5deb68569
20,12520,gmc,door,2017,clean vehicle,30114,white,  1gks2gkcxhr328380
21,7300,kia,forte,2018,clean vehicle,38823,black,  3kpfl4a79je272611
22,15000,chevrolet,door,2015,clean vehicle,61578,black,  2gnflhe33f6214023
23,6180,ford,mpv,2017,clean vehicle,46010,blue,  2fmpk3j84hbc09276
24,20800,ford,door,2013,clean vehicle,105510,silver,  1ftfw1efxdfa01008
25,11900,gmc,door,2017,clean vehicle,28040,silver,  1gks2gkc2hr327918
26,21500,kia,sorento,2020,clean vehicle,11451,blue,  5xypg4a59lg616029
27,12000,buick,door,2014,clean vehicle,31039,brown,  1g4ps5sk1e4188639
28,4190,ford,doors,2017,clean vehicle,44174,white,  1fadp5auxhl109013
29,13000,ford,chassis,2008,clean vehicle,93698,white,  1fdwf37r28eb95687
30,12710,gmc,door,2017,clean vehicle,26364,silver,  1gks2gkc6hr326335
31,18500,infiniti,q70,2016,clean vehicle,71967,gray,  jn1by1ar7gm271292
32,29800,chevrolet,camaro,1973,clean vehicle,46226,red,  1q87t3n166389
33,5330,ford,mpv,2017,clean vehicle,37792,no_color,  2fmpk3j9xhbb56401
34,13000,ford,convertible,2003,clean vehicle,58817,gray,  1fahp60a63y107799
35,11900,gmc,door,2017,clean vehicle,27965,black,  1gks2gkc2hr328793
36,16600,mercedes-benz,vans,2016,clean vehicle,110907,white,  8btpe7dd4ge127040
37,19200,chevrolet,1500,2018,clean vehicle,2430,white,  1gcncneh5jz302471
38,7320,ford,mpv,2017,clean vehicle,32366,gold,  2fmpk4k96hbb16692
39,7000,ford,pk,2003,clean vehicle,176567,white,  1ftnx20p73ed69682
40,12710,gmc,door,2017,clean vehicle,30049,white,  1gks2gkc6hr325461
41,16600,mercedes-benz,vans,2016,clean vehicle,97983,white,  wd4pe7dd1gp253504
42,30500,chevrolet,1500,2018,clean vehicle,30442,red,  3gcukrec4jg204915
43,6330,ford,mpv,2017,clean vehicle,38123,red,  2fmpk3j85hbb79415
44,55000,ford,srw,2017,clean vehicle,15273,black,  1ft7w3bt5hee88155
45,12520,gmc,door,2017,clean vehicle,28972,black,  1gks2gkcxhr324555
46,16200,jeep,compass,2019,clean vehicle,30061,red,  3c4njccb3kt676336
47,19000,chevrolet,malibu,2017,clean vehicle,18414,white,  1g1zh5sx9hf118136
48,5580,dodge,mpv,2017,clean vehicle,46829,gray,  3c4pddeg7ht595704
49,54000,ford,srw,2017,clean vehicle,26241,black,  1ft7w3bt0hef02785
50,12710,gmc,mpv,2017,clean vehicle,39886,red,  1gks2bkc7hr133811
51,16000,jeep,compass,2019,clean vehicle,31594,silver,  3c4njccb0kt676343
52,27000,buick,enclave,2017,clean vehicle,32107,no_color,  5gakrckdxhj113512
53,7760,ford,mpv,2017,clean vehicle,44794,gray,  2fmpk4j87hbb21750
54,19600,chrysler,300,2019,clean vehicle,42648,gray,  2c3ccabgxkh559658
55,12920,gmc,mpv,2017,clean vehicle,39165,silver,  1gks2bkc6hr134450
56,20000,jeep,cherokee,2019,clean vehicle,38355,charcoal,  1c4pjmbx6kd298806
57,18100,buick,door,2017,clean vehicle,46766,silver,  1g4zp5ss8hu149142
58,23000,chrysler,pacifica,2020,clean vehicle,2473,white,  2c4rc1fg5lr143335
59,18500,chrysler,300,2019,clean vehicle,38586,gray,  2c3ccaeg5kh585628
60,13490,gmc,door,2017,clean vehicle,27842,white,  1gks2gkc0hr323625
61,20700,jeep,cherokee,2019,clean vehicle,31156,white,  1c4pjmbx2kd360704
62,17800,chevrolet,door,2017,clean vehicle,52435,black,  1g1fb1rsxh0185712
63,6650,ford,door,2017,clean vehicle,29942,black,  1fmcu0gd8huc93883
64,29100,chrysler,pacifica,2019,clean vehicle,25281,red,  2c4rc1gg3kr730663
65,12710,gmc,door,2017,clean vehicle,32504,silver,  1gks2gkc6hr327937
66,21100,jeep,cherokee,2019,clean vehicle,28649,silver,  1c4pjmbx6kd298174
67,18600,chevrolet,door,2017,clean vehicle,35200,white,  1g1fb1rsxh0104806
68,4340,ford,door,2017,clean vehicle,25602,silver,  1fmcu0gd7huc86259
69,19300,chrysler,300,2019,clean vehicle,34801,gray,  2c3ccakg4kh594972
70,12780,gmc,door,2017,clean vehicle,31009,black,  1gks2gkc7hr321306
71,15800,jeep,compass,2019,clean vehicle,35595,charcoal,  3c4njccb4kt662767
72,29400,bmw,x3,2017,clean vehicle,23765,black,  5uxwx7c3xh0u44145
73,4430,ford,door,2017,clean vehicle,31792,black,  1fmcu0gd9huc37922
74,19400,chrysler,300,2019,clean vehicle,33135,gray,  2c3ccakg6kh578112
75,12520,gmc,door,2017,clean vehicle,30636,red,  1gks2gkcxhr323969
76,15900,jeep,compass,2019,clean vehicle,34502,red,  3c4njccb7kt660088
77,26400,buick,door,2017,clean vehicle,25434,white,  5gakvckd2hj308564
78,4140,ford,door,2017,clean vehicle,36732,black,  1fmcu0gd5hud08310
79,18300,chrysler,300,2019,clean vehicle,41792,gray,  2c3ccaeg0kh555632
80,12520,gmc,door,2017,clean vehicle,31992,black,  1gks2gkcxhr328718
81,17900,jeep,compass,2019,clean vehicle,32501,red,  3c4njddb7kt682015
82,18300,chevrolet,camaro,2017,clean vehicle,28395,black,  1g1fb3dx5h0143964
83,4640,ford,door,2017,clean vehicle,36139,blue,  1fmcu0g95huc13712
84,24000,ford,door,2016,clean vehicle,84413,black,  1ftfw1ef1gfb13670
85,13200,gmc,door,2017,clean vehicle,33457,white,  1gks2gkc5hr326410
86,18000,jeep,compass,2019,clean vehicle,29245,gray,  3c4njddb0kt686052
87,14900,chevrolet,equinox,2017,clean vehicle,12783,silver,  2gnalcek7h1548351
88,4140,ford,door,2017,clean vehicle,17617,white,  1fmcu0gd5huc78080
89,11500,ford,door,2016,clean vehicle,36855,black,  1fmcu9gx9gua57286
90,9110,ford,door,2017,clean vehicle,110316,white,  1ftfw1ef5hkc50264
91,7350,chrysler,door,2015,clean vehicle,88227,black,  1c3cccab7fn613884
92,24500,bmw,door,2017,clean vehicle,17626,gray,  wba4f9c51hg439932
93,9300,ford,door,2017,clean vehicle,120353,white,  1ftfw1ef4hkc50286
94,39800,dodge,challenger,2015,clean vehicle,3641,white,  2c3cdzc95fh757310
95,53500,bmw,m,2017,clean vehicle,29355,blue,  5ymkt6c37h0x20696
96,15110,ford,door,2017,clean vehicle,39333,black,  1ft7w2bt7hec41164
97,34000,ford,door,2015,clean vehicle,42930,white,  1ft8w3b61fec52078
98,26502,chevrolet,colorado,2017,clean vehicle,24993,black,  1gcgtcen4h1158648
99,5990,ford,mpv,2017,clean vehicle,44929,black,  1fm5k7b86hga87008
100,13600,ford,focus,2018,clean vehicle,16971,black,  1fadp3m26jl307477
101,23605,cadillac,door,2017,clean vehicle,35598,gray,  1gyknbrsxhz114969
102,10780,ford,mpv,2017,clean vehicle,40455,white,  1fm5k8ht0hga07252
103,13800,ford,focus,2018,clean vehicle,23164,white,  1fadp3j2xjl279400
104,25201,cadillac,door,2017,clean vehicle,19011,no_color,  1gyknbrs8hz257399
105,7070,ford,mpv,2017,clean vehicle,45191,white,  1fm5k7d82hgb39148
106,8700,ford,focus,2018,clean vehicle,21405,white,  1fadp3k23jl219764
107,18003,chevrolet,malibu,2017,clean vehicle,19117,no_color,  1g1zh5sx7hf141060
108,8530,ford,door,2017,clean vehicle,42104,black,  1fm5k7f80hga03159
109,23100,dodge,durango,2018,clean vehicle,49496,white,  1c4rdjdg2jc329601
110,24500,cadillac,door,2017,clean vehicle,32418,white,  1gykndrs1hz125239
111,7000,ford,mpv,2017,clean vehicle,29882,white,  1fm5k7d84hgc31359
112,17000,ford,escape,2018,clean vehicle,34819,gold,  1fmcu9hd6juc54783
113,34002,chevrolet,1500,2017,clean vehicle,31923,white,  3gcuktej3hg475034
114,6980,ford,mpv,2017,clean vehicle,29168,gray,  1fm5k7d8xhga68751
115,25000,dodge,charger,2018,clean vehicle,28307,silver,  2c3cdxjg6jh224431
116,20802,chevrolet,colorado,2017,clean vehicle,33791,turquoise,  1gcgtben3h1180134
117,9200,ford,door,2017,clean vehicle,21770,black,  1ftew1ep8hfa10123
118,26500,chrysler,pacifica,2017,clean vehicle,18375,gray,  2c4rc1eg2hr669530
119,24802,chevrolet,colorado,2017,clean vehicle,14158,gray,  1gcgtcen9h1202076
120,7070,ford,mpv,2017,clean vehicle,30318,black,  1fm5k7d82hgb21314
121,28500,ford,door,2017,clean vehicle,48086,red,  1ftew1ep2hkd15978
122,47500,cadillac,door,2017,clean vehicle,26562,black,  1gys4ckj7hr359884
123,23500,ford,explorer,2017,clean vehicle,57611,black,  1fm5k8f80hgc67231
124,23505,chevrolet,colorado,2017,clean vehicle,47357,black,  1gcptce16h1176629
125,10940,ford,door,2017,clean vehicle,84916,white,  1ftew1ef1hke25038
126,32100,ford,f-150,2017,clean vehicle,24521,gray,  1ftfw1eg1hfb38806
127,53000,chevrolet,3500,2018,clean vehicle,16105,black,  1gc4k1ey0jf149152
128,6830,ford,mpv,2017,clean vehicle,35888,gold,  1fm5k7dh9hgb05630
129,11900,dodge,caravan,2017,clean vehicle,59537,gray,  2c4rdgcg3hr864989
130,26414,chevrolet,1500,2017,clean vehicle,55222,black,  3gcukrec3hg429109
131,4160,dodge,mpv,2018,clean vehicle,32870,gray,  3c4pdcab8jt166940
132,19405,chevrolet,door,2017,clean vehicle,39687,silver,  1gnkvgkd0hj145877
133,5690,dodge,mpv,2018,clean vehicle,47085,silver,  2c4rdgeg8jr337145
134,25900,chrysler,van,2017,clean vehicle,32224,silver,  2c4rc1gg4hr635019
135,24005,chevrolet,1500,2017,clean vehicle,51293,beige,  1gcukrecxhf153500
136,5090,dodge,mpv,2018,clean vehicle,42989,gray,  2c4rdgcg2jr218218
137,19500,chrysler,300,2017,clean vehicle,31311,gray,  2c3ccabg5hh538726
138,32012,chevrolet,1500,2017,clean vehicle,46091,white,  3gcuksej6hg353147
139,6800,dodge,dart,2016,clean vehicle,49033,black,  1c3cdffh0gd823262
140,4260,dodge,mpv,2018,clean vehicle,33957,gray,  3c4pdcabxjt311007
141,0,dodge,van,2008,salvage insurance,177948,orange,  2d8hn44h88r669549
142,31802,chevrolet,2500,2017,clean vehicle,19845,silver,  1gc1kveg3hf189737
143,7210,dodge,doors,2018,clean vehicle,38910,black,  2c3cdxct1jh233225
144,0,dodge,door,2014,salvage insurance,123660,silver,  1c3cdzab0en111068
145,28402,chevrolet,1500,2017,clean vehicle,31234,black,  3gcukrec4hg196549
146,6800,dodge,doors,2018,clean vehicle,36767,gray,  2c3cdxhgxjh125388
147,33300,cadillac,esv,2015,clean vehicle,57932,gray,  1gys4tkj0fr538846
148,10780,dodge,mpv,2018,clean vehicle,19420,white,  1c4sdjct1jc174166
149,6700,ford,cutaway,2014,clean vehicle,204155,beige,  1fdfe4fs7eda23699
150,20000,chevrolet,1500,2016,clean vehicle,93493,white,  3gcuknec9gg342967
151,6440,chrysler,doors,2018,clean vehicle,20942,gray,  2c3ccakg8jh168457
152,19900,ford,door,2016,clean vehicle,86826,gray,  1fm5k8f8xggc51519
153,37000,chevrolet,door,2015,clean vehicle,45787,white,  1gc1kwegxff145382
154,4040,dodge,mpv,2018,clean vehicle,50765,red,  3c4pdcab6jt273002
155,22300,ford,explorer,2016,clean vehicle,62774,black,  1fm5k8fh9ggc37790
156,31200,chevrolet,door,2011,clean vehicle,76326,gray,  1gc1kxc86bf208814
157,4290,dodge,mpv,2018,clean vehicle,39029,white,  3c4pdcab0jt474412
158,22800,ford,el,2016,clean vehicle,72885,silver,  1fmjk1ht3gef52975
159,19002,cadillac,door,2016,clean vehicle,46467,white,  1g6ah1rx1g0193887
160,4160,dodge,mpv,2018,clean vehicle,6743,gray,  3c4pdcab8jt384019
161,18500,ford,edge,2016,clean vehicle,33514,white,  2fmpk3j98gbb59781
162,39000,bmw,series,2016,clean vehicle,39917,blue,  wba7f2c57gg421020
163,6060,dodge,doors,2018,clean vehicle,32504,black,  3c4pddgg1jt523058
164,28800,ford,door,2016,clean vehicle,77638,white,  1ftew1ep1gfc64335
165,40000,bmw,series,2016,clean vehicle,31727,gray,  wba7f2c55gg415264
166,6140,dodge,doors,2018,clean vehicle,52966,silver,  2c3cdxbg0jh187083
167,21000,ford,flex,2016,clean vehicle,24157,gray,  2fmhk6c89gba05297
168,20105,buick,door,2016,clean vehicle,51393,beige,  5gakvbkd8gj196085
169,6760,dodge,doors,2018,clean vehicle,35461,white,  2c3cdzag7jh321665
170,25800,ford,door,2014,clean vehicle,47055,brown,  1ft7x2b62eea29551
171,39000,bmw,series,2016,clean vehicle,33110,black,  wba7f2c57gg419607
172,5470,dodge,mpv,2018,clean vehicle,39721,black,  3c4pdcgg9jt216280
173,14600,ford,door,2014,clean vehicle,75785,black,  1fm5k8f81egb23411
174,24502,chevrolet,1500,2016,clean vehicle,33624,black,  3gcuknec6gg150809
175,15110,ford,door,2017,clean vehicle,42289,white,  1ft7w2bt7hec67263
176,7900,ford,door,2014,clean vehicle,79422,white,  1fmcu0g9xeud52262
177,27305,chevrolet,door,2016,clean vehicle,28844,blue,  3gcukrec5gg383569
178,15290,ford,door,2017,clean vehicle,66582,white,  1ft7w2bt0hef21363
179,26500,ford,door,2015,clean vehicle,61436,silver,  1ftew1cf3fke12825
180,25502,chevrolet,door,2016,clean vehicle,58303,silver,  3gcukrec0gg380000
181,7320,ford,mpv,2017,clean vehicle,55618,white,  1fmzk1cmxhkb51025
182,3800,chevrolet,van,2009,clean vehicle,261648,white,  1gbhg396191112177
183,24502,chevrolet,door,2016,clean vehicle,33045,white,  3gcukrec4gg223800
184,4140,ford,door,2017,clean vehicle,40747,white,  3fa6p0h73hr358945
185,1400,dodge,pk,2002,clean vehicle,185460,black,  1b7hg38n62s587845
186,18402,cadillac,srx,2016,clean vehicle,26667,gray,  3gyfnae36gs538333
187,4160,ford,door,2017,clean vehicle,37176,white,  3fa6p0hd3hr199785
188,175,chrysler,door,2000,salvage insurance,231240,red,  2c3hd46r3yh208325
189,24503,chevrolet,colorado,2016,clean vehicle,18006,brown,  1gchtde32g1339478
190,15840,ford,door,2017,clean vehicle,72445,white,  1ft7w2bt8hec67434
191,20500,ford,door,2014,clean vehicle,123355,black,  1ftfw1et9efb99877
192,21003,chevrolet,1500,2016,clean vehicle,44116,silver,  1gcvknec1gz396932
193,4200,ford,door,2017,clean vehicle,60219,red,  3fa6p0hd7hr273550
194,17400,ford,door,2011,clean vehicle,135077,red,  1ftfw1ef1bfa03548
195,32001,chevrolet,door,2016,clean vehicle,32058,black,  3gcuktec5gg350066
196,0,ford,mpv,2017,clean vehicle,76858,white,  1fbax2cv0hkb32599
197,15700,ford,cab,2011,clean vehicle,309564,white,  1fduf5gt8bea80212
198,31009,chevrolet,door,2016,clean vehicle,33928,white,  3gcuksec3gg369662
199,3740,ford,wagon,2017,clean vehicle,90618,white,  nm0ls7e76h1312963
200,5000,dodge,pickup,2001,clean vehicle,109360,white,  1b7hc16x01s213315
201,31002,chevrolet,door,2016,clean vehicle,71809,white,  1gc1kve82gf207345
202,3160,ford,doors,2017,clean vehicle,31563,gray,  1fadp3e24hl348263
203,8600,dodge,pickup,2005,clean vehicle,219823,gray,  3d7ks28c15g771945
204,6000,chevrolet,malibu,2018,clean vehicle,42090,gray,  1g1zb5st8jf226848
205,12990,ford,door,2017,clean vehicle,126523,white,  1ft7w2b60hec03964
206,25,chevrolet,vehicl,2020,salvage insurance,7232,black,  2gnaxkev6l6128374
207,13200,buick,encore,2017,clean vehicle,60171,black,  kl4cjcsb1hb024411
208,4410,ford,wagon,2017,clean vehicle,209915,white,  nm0ls7e79h1312701
209,25,chrysler,door,2005,salvage insurance,151815,silver,  2c3ja43r35h179032
210,22500,chevrolet,camaro,2020,clean vehicle,13826,green,  1g1fb1rx6l0109117
211,7420,ford,mpv,2017,clean vehicle,55854,white,  1fmzk1cm1hkb51026
212,13500,ford,door,2016,clean vehicle,45757,silver,  1fatp8uhxg5296168
213,15500,chevrolet,trax,2020,clean vehicle,16545,white,  3gncjlsb1ll142267
214,3540,ford,door,2017,clean vehicle,112893,white,  3fa6p0g73hr140652
215,17000,ford,door,2016,clean vehicle,126802,no_color,  1ft7w2b60geb96643
216,45500,chevrolet,tahoe,2020,clean vehicle,13303,white,  1gnscbkc4lr164829
217,4130,ford,door,2017,clean vehicle,34061,silver,  3fa6p0hd8hr305132
218,15700,ford,door,2015,clean vehicle,70251,white,  1ftew1cg0ffa89853
219,45500,chevrolet,tahoe,2020,clean vehicle,13679,gray,  1gnscbkcxlr162857
220,4130,ford,doors,2017,clean vehicle,42426,gray,  3fa6p0lu4hr246569
221,15500,dodge,door,2012,clean vehicle,66452,black,  1c6rd7lt4cs187334
222,16300,chevrolet,trax,2020,clean vehicle,18221,white,  3gncjlsb4ll149763
223,4530,ford,mpv,2017,clean vehicle,41455,white,  1fmzk1cm7hkb51015
224,15600,dodge,door,2011,clean vehicle,35275,black,  1d7rw3gp7bs614101
225,45500,chevrolet,tahoe,2020,clean vehicle,13885,white,  1gnscbkc6lr159535
226,4100,ford,door,2017,clean vehicle,38815,gray,  3fa6p0hd2hr178393
227,18200,dodge,door,2011,clean vehicle,162281,white,  3d73y4clxbg535425
228,10200,chevrolet,door,2013,clean vehicle,56479,black,  2g1fc3d32d9188287
229,4080,ford,doors,2017,clean vehicle,61027,black,  3fa6p0luxhr231039
230,5700,ford,van,2014,clean vehicle,178703,white,  1ftss3el7eda50076
231,10200,chevrolet,3500,2014,clean vehicle,173469,white,  1gc3czcg1ef176545
232,5000,ford,door,2017,clean vehicle,37321,white,  3fa6p0k93hr257687
233,1700,ford,door,2014,clean vehicle,112789,white,  1fadp3f20el320177
234,6200,bmw,door,2011,clean vehicle,80394,gray,  wbaph7g58bnn05983
235,3650,ford,door,2016,clean vehicle,68142,white,  1fmcu0f78gub36672
236,10500,dodge,door,2014,clean vehicle,74203,white,  2c3cdxct3eh230364
237,43500,chevrolet,2500,2018,clean vehicle,57604,white,  1gc1kwey3jf123662
238,4610,dodge,van,2016,clean vehicle,87229,silver,  2c4rdgbg2gr345223
239,3450,ford,door,2012,clean vehicle,90711,white,  3fahp0ha5cr389742
240,38500,chevrolet,suburban,2018,clean vehicle,11135,silver,  1gnschkc6jr269601
241,6810,ford,mpv,2016,clean vehicle,66781,silver,  2fmpk3k95gbb76939
242,2900,ford,cargo,2011,clean vehicle,190994,white,  1ftne2ew6bda76057
243,43500,chevrolet,2500,2018,clean vehicle,56007,white,  1gc1kwey6jf259008
244,4450,ford,mpv,2016,clean vehicle,32486,white,  2fmpk3g96gbc42228
245,5800,ford,door,2011,clean vehicle,195908,white,  1ftew1cm0bfc14625
246,16500,chevrolet,equinox,2018,clean vehicle,18020,silver,  2gnaxjev9j6276848
247,4240,dodge,mpv,2016,clean vehicle,83262,white,  3c4pdcbb9gt181387
248,26500,ford,pickup,2008,clean vehicle,62015,white,  1ftxw43r18eb10682
249,13700,chevrolet,equinox,2017,clean vehicle,36421,silver,  2gnalcek6h6289807
250,8600,ford,door,2016,clean vehicle,73321,white,  1ftew1cf8gkd34592
251,8000,ford,chassis,2008,clean vehicle,132379,white,  1fdxf46r08ea18180
252,14200,chevrolet,equinox,2017,clean vehicle,28013,silver,  2gnalcek6h6288804
253,7040,ford,mpv,2016,clean vehicle,33291,silver,  2fmpk3k80gbc65759
254,4700,ford,chassis,2005,clean vehicle,225236,no_color,  1fdxf46p35ea79064
255,30851,chevrolet,door,2016,clean vehicle,43176,red,  3gcuksec6gg284475
256,4880,ford,mpv,2016,clean vehicle,36876,silver,  2fmpk4g97gbc51848
257,14500,dodge,pickup,2006,clean vehicle,111782,silver,  1d7ks28c96j246101
258,7600,chevrolet,door,2017,clean vehicle,110489,brown,  1g1ze5st0hf155999
259,13270,ford,door,2016,clean vehicle,84035,white,  1ft7w2btxgeb64448
260,12800,ford,door,2012,clean vehicle,131101,gray,  1ftfw1et3cfb01665
261,33000,chevrolet,1500,2018,clean vehicle,52521,white,  3gcukreh0jg303596
262,9280,ford,door,2016,clean vehicle,101380,white,  1ftfw1ef9gkf57726
263,900,ford,van,2003,clean vehicle,142027,white,  1ftne24293hb19928
264,7560,ford,door,2016,clean vehicle,111476,gray,  1ftfx1ef7gkd59790
265,19500,ford,drw,2011,clean vehicle,76897,white,  1fd8w3gt0beb32874
266,17100,chevrolet,malibu,2019,clean vehicle,15780,white,  1g1zd5st5kf112138
267,8020,ford,door,2016,clean vehicle,31944,white,  1ftew1cp2gke43168
268,10300,ford,fiesta,2019,clean vehicle,18937,black,  3fadp4bjxkm123238
269,22600,chevrolet,van,2019,clean vehicle,9706,white,  1gcwgafgxk1243764
270,10480,ford,doors,2016,clean vehicle,57289,gray,  wf0dp3th0g4113219
271,10300,ford,fiesta,2019,clean vehicle,19956,silver,  3fadp4bj4km123235
272,22700,chevrolet,van,2019,clean vehicle,6075,white,  1gcwgafg4k1252945
273,7410,ford,door,2016,clean vehicle,21034,gray,  1ftex1ep1gfd60365
274,10300,ford,fiesta,2019,clean vehicle,22881,gray,  3fadp4bj7km123231
275,10300,chevrolet,door,2013,clean vehicle,167600,gray,  1gc4k0cgxdf194396
276,7570,ford,door,2016,clean vehicle,37252,white,  1ftfx1ef0gkf25969
277,67000,dodge,challenger,2019,clean vehicle,10944,blue,  2c3cdzl97kh518237
278,18900,chevrolet,impala,2019,clean vehicle,27601,white,  1g11z5s37ku129047
279,12560,ford,doors,2019,clean vehicle,15958,white,  1fd8w3ht1kee23298
280,33000,dodge,durango,2019,clean vehicle,32251,white,  1c4sdjct6kc717612
281,18300,chevrolet,impala,2019,clean vehicle,25809,black,  2g11z5s33k9132248
282,11760,ford,cab,2017,clean vehicle,30553,white,  1fd8w3ht4hed36245
283,31700,dodge,durango,2019,clean vehicle,26549,red,  1c4sdjct5kc744865
284,25,dodge,door,2007,salvage insurance,160528,dark blue,  2b3ka43g87h836300
285,0,ford,door,2000,salvage insurance,124969,black,  1fafp34p7yw270338
286,7340,ford,doors,2019,clean vehicle,15854,gray,  1fatp8uh7k5172626
287,8200,hyundai,door,2017,clean vehicle,56690,white,  5npd84lf6hh128808
288,3000,kia,door,2013,clean vehicle,97142,silver,  knagm4a75d5378293
289,6530,jeep,mpv,2019,clean vehicle,10185,black,  3c4njdcb3kt659526
290,0,mazda,door,2009,salvage insurance,117541,gray,  jm3er293590215768
291,12700,kia,soul,2019,clean vehicle,23514,silver,  kndjp3a55k7006351
292,13800,kia,sorento,2017,clean vehicle,86959,gray,  5xyphda50hg232046
293,0,chevrolet,pickup,1998,salvage insurance,258631,gray,  1gccs1445wk226994
294,725,ford,door,2017,salvage insurance,67279,gray,  3fa6p0h75hr150081
295,7400,ford,doors,2019,clean vehicle,16482,gray,  1fatp8uh2k5188622
296,9800,hyundai,elantra,2017,clean vehicle,35687,red,  kmhd84lf5hu191402
297,0,honda,door,2003,salvage insurance,152608,white,  1hgcm56363a030975
298,4400,jeep,mpv,2019,clean vehicle,17911,green,  3c4njcbbxkt664931
299,10330,infiniti,mpv,2019,clean vehicle,21278,blue,  5n1dl0mm9kc550722
300,1800,chevrolet,door,2011,salvage insurance,47269,black,  2g1fb3ddxb9212618
301,50,chevrolet,door,2008,salvage insurance,172102,blue,  1g1al58f787159241
302,720,ford,wagon,2006,clean vehicle,26914,no_color,  1fafp36n06w137851
303,22800,ford,door,2017,clean vehicle,67217,red,  1ftew1ep3hfb25518
304,2500,ford,door,2017,salvage insurance,78698,black,  1fmcu9gd2huc27625
305,0,ford,door,2003,salvage insurance,246065,gold,  1fafp55u03a242094
306,9190,gmc,mpv,2017,clean vehicle,41961,black,  1gkknxls3hz174527
307,10900,jeep,mpv,2019,clean vehicle,13273,red,  1c4hjxeg1kw609998
308,10400,infiniti,mpv,2019,clean vehicle,31713,black,  5n1dl0mm1kc552741
309,0,chevrolet,door,2004,salvage insurance,0,maroon,  3gnek12t74g240524
310,0,chevrolet,door,2003,salvage insurance,194673,gray,  1gndt13s632267445
311,7320,chevrolet,pickup,2008,clean vehicle,325611,silver,  1gchk23648f125262
312,22809,ford,f-150,2017,clean vehicle,50732,black,  1ftfx1ef5hke41700
313,0,ford,van,1998,salvage insurance,186855,blue,  2fmda5143wba16791
314,0,ford,door,2013,salvage insurance,94004,black,  3fa6p0h74dr270819
315,5520,gmc,mpv,2017,clean vehicle,52904,silver,  2gkfltek8h6226257
316,10900,jeep,mpv,2019,clean vehicle,14195,orange,  1c4hjxeg1kw608401
317,6330,jeep,mpv,2019,clean vehicle,43965,red,  1c4pjldbxkd300679
318,0,chevrolet,door,2009,salvage insurance,117059,black,  kl1td66e39b645208
319,25,chevrolet,pickup,2010,salvage insurance,149189,white,  3gcrkse37ag234620
320,2320,dodge,door,2007,clean vehicle,112182,red,  2b3ka43g67h630568
321,23702,ford,door,2017,clean vehicle,49024,black,  1ftew1ep4hkc08477
322,0,ford,chassis,1994,salvage insurance,0,green,  1fdee14n7rha47894
323,0,ford,door,1997,salvage insurance,203297,green,  1fmdu35p7vub38059
324,5520,gmc,mpv,2017,clean vehicle,35821,silver,  2gkfltek8h6338184
325,4050,heartland,pioneer,2018,clean vehicle,1,gray,  5sfpb3326je365727
326,14810,infiniti,mpv,2019,clean vehicle,32611,brown,  jn8az2ne0k9233910
327,25,chevrolet,door,2011,salvage insurance,105244,white,  1gccsbf97b8118236
328,2960,chrysler,van,2008,clean vehicle,164048,red,  2a8hr54px8r787529
329,24800,ford,door,2017,clean vehicle,46955,gray,  1ftew1ef3hfc22483
330,0,ford,door,1996,salvage insurance,296860,green,  1falp62w5th144314
331,0,ford,door,2006,salvage insurance,203158,red,  1fmzk04136ga07119
332,6270,gmc,mpv,2017,clean vehicle,70443,black,  2gkfluek3h6232330
333,1880,heartland,trail,2012,clean vehicle,1,white,  5sfnb2425ce237109
334,10050,infiniti,mpv,2019,clean vehicle,18229,gray,  5n1dl0mm3kc557634
335,225,chevrolet,door,2014,salvage insurance,87673,red,  3gcukrec2eg226031
336,26900,chevrolet,traverse,2018,clean vehicle,42941,black,  1gnevhkw8jj148388
