index,price,brand,model,year,title_status,mileage,color,vin
843,18700,dodge,challenger,2018,clean vehicle,36358,gray,  2c3cdzag5jh245542
844,8350,dodge,journey,2017,clean vehicle,90685,white,  3c4pddbg6ht592197
845,27900,dodge,charger,2017,clean vehicle,54141,orange,  2c3cdxctxhh618731
846,14500,dodge,door,2016,clean vehicle,82240,white,  1c4rdjag5gc486469
847,6200,dodge,door,2016,clean vehicle,66167,silver,  1c3cdfbb6gd515496
848,7500,dodge,door,2012,clean vehicle,144220,gray,  1c6rd7ft6cs238912
849,20200,dodge,caravan,2019,clean vehicle,24722,black,  2c4rdgdg0kr571878
850,29300,dodge,durango,2019,clean vehicle,41198,silver,  1c4sdjct2kc576022
851,31000,dodge,durango,2019,clean vehicle,26353,black,  1c4sdjct5kc738497
852,32400,dodge,durango,2019,clean vehicle,28280,white,  1c4sdjctxkc691872
853,5800,dodge,door,2012,clean vehicle,130120,white,  3c6jd6dtxcg183219
854,21500,dodge,charger,2019,clean vehicle,15340,black,  2c3cdxbg8kh658222
855,23100,dodge,charger,2018,clean vehicle,12265,silver,  2c3cdxjgxjh222262
856,4500,dodge,van,2014,clean vehicle,94872,gray,  2c4rdgcg3er266428
857,24800,dodge,charger,2018,clean vehicle,17946,silver,  2c3cdxjg6jh182178
858,23000,dodge,charger,2018,clean vehicle,26996,gray,  2c3cdxjg7jh189253
859,26900,dodge,journey,2019,clean vehicle,5775,gray,  3c4pddbg3kt708835
860,21500,dodge,challenger,2018,clean vehicle,6748,gray,  2c3cdzag8jh321934
861,15700,dodge,journey,2018,clean vehicle,38128,white,  3c4pdcgg2jt378879
862,15200,dodge,caravan,2018,clean vehicle,41636,silver,  2c4rdgcg8jr327542
863,23300,dodge,charger,2018,clean vehicle,5359,blue,  2c3cdxbgxjh273288
864,6100,dodge,door,2015,clean vehicle,70296,white,  1c3cdfbb3fd213551
865,20000,dodge,journey,2017,clean vehicle,11346,green,  3c4pddgg6ht556180
866,53000,dodge,challenger,2017,clean vehicle,7415,no_color,  2c3cdzc98hh553913
867,3000,dodge,door,2013,clean vehicle,107593,orange,  1c3cdfcb9dd329946
868,18200,dodge,door,2016,clean vehicle,50639,black,  2c3cdxct3gh355660
869,21800,dodge,challenger,2019,clean vehicle,6530,gray,  2c3cdzbt8kh705158
870,52000,dodge,charger,2016,clean vehicle,17432,blue,  2c3cdxl92gh285329
871,19000,dodge,charger,2019,clean vehicle,19636,black,  2c3cdxhg6kh598321
872,25000,dodge,challenger,2016,clean vehicle,41748,no_color,  2c3cdzbt4gh325869
873,36000,dodge,challenger,2016,clean vehicle,13162,red,  2c3cdzfj8gh351982
874,17000,dodge,caravan,2019,clean vehicle,32937,white,  2c4rdgegxkr599122
875,25300,dodge,door,2015,clean vehicle,23095,red,  1c4rdjeg3fc112029
876,14900,dodge,journey,2017,clean vehicle,34432,gray,  3c4pddeg9ht565166
877,15000,dodge,caravan,2017,clean vehicle,48162,no_color,  2c4rdgeg8hr632871
878,12995,dodge,doors,2014,clean vehicle,68310,gray,  2c3cdyag9eh126828
879,17750,dodge,doors,2014,clean vehicle,48000,black,  2c3cdybt2eh298212
880,10295,dodge,doors,2014,clean vehicle,105962,black,  2c3cdyag3eh213138
881,16995,dodge,doors,2014,clean vehicle,96575,gray,  2c3cdybt3eh136783
882,25000,dodge,doors,2014,clean vehicle,13239,toreador red,  2c3cdybt5eh217218
883,23995,dodge,doors,2014,clean vehicle,24934,bright white clearcoat,  2c3cdybt3eh115268
884,14900,dodge,doors,2014,clean vehicle,46859,billet silver metallic clearcoat,  2c3cdyag6eh133624
885,15810,dodge,doors,2014,clean vehicle,44468,black clearcoat,  2c3cdyag9eh313809
886,20227,dodge,doors,2014,clean vehicle,62230,jazz blue pearlcoat,  2c3cdybt1eh270465
887,20999,dodge,doors,2014,clean vehicle,37082,silver,  2c3cdybt9eh247614
888,22499,dodge,doors,2014,clean vehicle,23964,bright white clearcoat,  2c3cdybt9eh143592
889,23495,dodge,doors,2014,clean vehicle,11204,black clearcoat,  2c3cdyag1eh311262
890,25250,dodge,doors,2014,clean vehicle,7608,billet silver metallic clearcoat,  2c3cdybt6eh111229
891,15322,dodge,doors,2014,clean vehicle,49982,billet silver metallic clearcoat,  2c3cdyag3eh251064
892,21232,dodge,charger,2019,clean vehicle,4950,gray,  2c3cdxbgxkh707467
893,5800,dodge,journey,2013,clean vehicle,111628,white,  3c4pddfg9dt523590
894,29000,dodge,door,2012,clean vehicle,15927,black,  2c3cdxej6ch170654
895,17000,dodge,caravan,2018,clean vehicle,36299,gray,  2c4rdgeg5jr147562
896,13800,dodge,journey,2018,clean vehicle,28469,red,  3c4pdcgg9jt352215
897,30000,dodge,durango,2019,clean vehicle,29086,gray,  1c4sdhct3kc769532
898,14800,dodge,caravan,2017,clean vehicle,35991,gray,  2c4rdgeg1hr716871
899,8500,dodge,journey,2017,clean vehicle,62224,black,  3c4pdcabxht695526
900,9800,dodge,door,2013,clean vehicle,86500,white,  1c4rdjdg3dc674852
901,4200,dodge,door,2014,clean vehicle,144725,gray,  2c3cdxbg3eh170784
902,2500,dodge,van,2013,salvage insurance,163260,red,  2c4rdgbg8dr566594
903,28700,dodge,charger,2018,clean vehicle,19636,blue,  2c3cdxct8jh197730
904,18500,dodge,challenger,2018,clean vehicle,34272,gray,  2c3cdzag4jh302832
905,17300,dodge,challenger,2018,clean vehicle,42909,no_color,  2c3cdzag3jh242672
906,7100,dodge,door,2016,clean vehicle,55749,gray,  3c4pdcab7gt103739
907,3250,dodge,door,2015,salvage insurance,89142,white,  1c3cdfbb5fd213552
908,30700,dodge,durango,2017,clean vehicle,20328,no_color,  1c4sdhctxhc936557
909,3000,dodge,door,2012,clean vehicle,149332,gray,  3c4pdcdg6ct146745
910,26500,dodge,durango,2019,clean vehicle,28551,gray,  1c4rdjdgxkc744523
911,20800,dodge,charger,2019,clean vehicle,35098,gray,  2c3cdxhgxkh527140
912,20800,dodge,charger,2019,clean vehicle,35365,gray,  2c3cdxjg8kh527857
913,5100,dodge,door,2015,clean vehicle,88398,white,  1c3cdfaa2fd144750
914,18900,dodge,challenger,2019,clean vehicle,27957,black,  2c3cdzggxkh532268
915,24000,dodge,durango,2019,clean vehicle,30161,silver,  1c4rdhdg3kc769255
916,38800,dodge,challenger,2015,clean vehicle,26292,white,  2c3cdzc90fh834388
917,24500,dodge,durango,2019,clean vehicle,25780,white,  1c4rdhdg1kc557017
918,24500,dodge,durango,2019,clean vehicle,25032,black,  1c4rdhdg3kc675893
919,6500,dodge,door,2016,clean vehicle,72248,blue,  1c3cdfbb8gd766472
920,24000,dodge,durango,2019,clean vehicle,30630,gray,  1c4rdhdg7kc675959
921,18000,dodge,door,2014,clean vehicle,86125,no_color,  1c4rdjeg3ec591566
922,24000,dodge,durango,2019,clean vehicle,30408,white,  1c4rdhdg6kc557000
923,23500,dodge,durango,2019,clean vehicle,35443,silver,  1c4rdhdg0kc557042
924,4500,dodge,van,2014,clean vehicle,95377,white,  2c4rdgcg9er400696
925,25900,dodge,durango,2019,clean vehicle,32724,silver,  1c4rdjdg6kc684983
926,13900,dodge,caravan,2019,clean vehicle,45089,gray,  2c4rdgcg3kr514530
927,14200,dodge,journey,2019,clean vehicle,35948,silver,  3c4pdcgg4kt707549
928,15400,dodge,caravan,2019,clean vehicle,41601,blue,  2c4rdgeg5kr563175
929,17500,dodge,challenger,2019,clean vehicle,26370,gray,  2c3cdzagxkh583746
930,17500,dodge,caravan,2019,clean vehicle,18271,white,  2c4rdgcg1kr761805
931,18000,dodge,caravan,2019,clean vehicle,9476,white,  2c4rdgcg3kr753690
932,25200,dodge,door,2012,clean vehicle,80899,gray,  3c6ud5dl9cg338415
933,14100,dodge,caravan,2018,clean vehicle,57394,black,  2c4rdgeg5jr337118
934,13300,dodge,caravan,2018,clean vehicle,42190,white,  2c4rdgcg3jr364854
935,16200,dodge,caravan,2019,clean vehicle,22591,black,  2c4rdgbgxkr624069
936,13300,dodge,caravan,2018,clean vehicle,48681,gray,  2c4rdgegxjr331914
937,13100,dodge,caravan,2018,clean vehicle,42621,silver,  2c4rdgcg0jr241626
938,15500,dodge,caravan,2017,clean vehicle,27761,silver,  2c4rdgeg9hr852858
939,4500,dodge,door,2013,salvage insurance,107768,white,  2c3cdyag9dh607919
940,28400,dodge,durango,2019,clean vehicle,14355,gray,  1c4rdjdg7kc780041
941,17400,dodge,caravan,2019,clean vehicle,9467,gray,  2c4rdgcgxkr747353
942,6000,dodge,door,2014,clean vehicle,122837,silver,  2c3cdxbg1eh268115
943,20700,dodge,challenger,2019,clean vehicle,18313,gray,  2c3cdzag9kh642088
944,20300,dodge,challenger,2019,clean vehicle,19506,black,  2c3cdzag1kh656275
945,14000,dodge,journey,2018,clean vehicle,14750,black,  3c4pdcbb1jt319818
946,22000,dodge,challenger,2019,clean vehicle,11280,green,  2c3cdzgg5kh709017
947,17200,dodge,journey,2019,clean vehicle,13944,blue,  3c4pdcgg2kt803633
948,15000,dodge,door,2016,clean vehicle,26922,blue,  2c3cdzag4gh309689
949,17500,dodge,journey,2019,clean vehicle,12690,gray,  3c4pdcgg0kt809995
950,1300,dodge,door,2013,salvage insurance,239822,gray,  1c3cdzcb5dn552741
951,1750,dodge,door,2014,salvage insurance,74975,red,  1c3cdfbaxed815126
952,16300,dodge,caravan,2019,clean vehicle,28289,red,  2c4rdgeg0kr557123
953,15700,dodge,caravan,2019,clean vehicle,38041,red,  2c4rdgeg9kr529238
954,10000,dodge,journey,2017,clean vehicle,52386,silver,  3c4pdcab0ht524414
955,23100,dodge,charger,2019,clean vehicle,34391,white,  2c3cdxct7kh608441
956,14900,dodge,caravan,2019,clean vehicle,39515,red,  2c4rdgcg9kr578507
957,16700,dodge,journey,2019,clean vehicle,22074,orange,  3c4pdcgg0kt783155
958,16300,dodge,caravan,2019,clean vehicle,28782,white,  2c4rdgeg6kr578882
959,25800,dodge,durango,2019,clean vehicle,30092,red,  1c4rdjdg5kc733915
960,23800,dodge,challenger,2019,clean vehicle,26443,black,  2c3cdzbt4kh578392
961,16800,dodge,journey,2019,clean vehicle,28981,red,  3c4pddeg4kt738776
962,15500,dodge,journey,2019,clean vehicle,32865,white,  3c4pdceg4kt716822
963,6000,dodge,door,2014,clean vehicle,117258,blue,  2c3cdxbg9eh266032
964,26900,dodge,durango,2019,clean vehicle,16397,white,  1c4rdjdg2kc780335
965,16900,dodge,caravan,2019,clean vehicle,16176,white,  2c4rdgeg7kr743175
966,19500,dodge,caravan,2019,clean vehicle,1091,gray,  2c4rdgcg0kr798456
967,15400,dodge,caravan,2019,clean vehicle,17472,black,  2c4rdgcg3kr747548
968,2300,dodge,door,2012,clean vehicle,123882,white,  1c3cdzag7cn309641
969,17000,dodge,charger,2019,clean vehicle,10341,red,  2c3cdxbg0kh753132
970,34000,dodge,durango,2019,clean vehicle,19695,black,  1c4sdjet3kc625404
971,13700,dodge,journey,2017,clean vehicle,51041,black,  3c4pddgg5ht702827
972,19100,dodge,challenger,2018,clean vehicle,22646,white,  2c3cdzag1jh288453
973,11800,dodge,journey,2018,clean vehicle,18138,white,  3c4pdcab0jt444388
974,27500,dodge,durango,2019,clean vehicle,23987,gray,  1c4rdjdg6kc701149
975,26900,dodge,durango,2019,clean vehicle,17160,black,  1c4rdjdg6kc770276
976,27100,dodge,durango,2019,clean vehicle,26929,white,  1c4rdjdgxkc770197
977,27200,dodge,durango,2019,clean vehicle,25815,white,  1c4rdjdg5kc744770
978,9000,dodge,caravan,2017,clean vehicle,81992,silver,  2c4rdgcg9hr818437
979,22500,dodge,challenger,2019,clean vehicle,5000,gray,  2c3cdzag6kh668955
980,7700,dodge,door,2015,clean vehicle,62683,white,  1c3cdfcb9fd102064
981,4500,dodge,van,2013,clean vehicle,107224,white,  2c4rdgbg6dr505681
982,2200,dodge,door,2013,salvage insurance,184905,gray,  3c4pddbg6dt605945
983,21500,dodge,charger,2019,clean vehicle,35153,black,  2c3cdxhg6kh611276
984,18800,dodge,challenger,2019,clean vehicle,26474,orange,  2c3cdzag9kh617109
985,21800,dodge,charger,2019,clean vehicle,30943,red,  2c3cdxhg0kh608762
986,20300,dodge,challenger,2019,clean vehicle,17154,black,  2c3cdzgg1kh712965
987,8200,dodge,van,2016,clean vehicle,79637,white,  2c4rdgcg4gr384748
988,19000,dodge,caravan,2019,clean vehicle,12123,red,  2c4rdgeg1kr664259
989,8400,dodge,door,2016,clean vehicle,107822,blue,  2c3cdxhg4gh237287
990,19500,dodge,caravan,2019,clean vehicle,10221,blue,  2c4rdgeg2kr724727
991,7000,dodge,door,2015,clean vehicle,95278,blue,  3c4pdcab4ft518015
992,19500,dodge,challenger,2019,clean vehicle,13457,gray,  2c3cdzag2kh656320
993,8500,dodge,van,2014,clean vehicle,69936,blue,  2c4rdgbg3er453122
994,20500,dodge,challenger,2019,clean vehicle,13520,gray,  2c3cdzgg0kh702489
995,4900,dodge,door,2014,clean vehicle,96922,silver,  1c3cdfbb6ed862064
996,20800,dodge,door,2014,clean vehicle,72594,black,  1c4sdjct7ec971656
997,28500,dodge,durango,2019,clean vehicle,17896,silver,  1c4rdjdg3kc827484
998,21900,dodge,caravan,2019,clean vehicle,11088,silver,  2c4rdgegxkr786263
999,15800,dodge,caravan,2019,clean vehicle,29567,black,  2c4rdgeg6kr623139
1000,33000,dodge,durango,2019,clean vehicle,15655,white,  1c4sdjct2kc683796
